MTNR1B	GNAQ	0
FFAR4	GNAI1	1
MC5R	GNA14	1
GPR55	GNA13	1
HCRTR1	GNA12	1
PTGFR	GNAI1	0
SSTR2	GNA15	0
GPR183	GNAZ	1
ADRA2C	GNAI1	1
P2RY13	GNA15	1
OXTR	GNA12	0
HTR1E	GNAO1	1
MC4R	GNA13	0
ADRA1A	GNA15	0
HTR2C	GNAZ	1
ADORA1	GNAZ	1
P2RY1	GNAL	1
P2RY4	GNA13	1
S1PR3	GNAI1	1
DRD2	GNAI1	1
GPR35	GNAZ	1
MCHR2	GNAO1	0
LPAR2	GNAI1	1
DRD1	GNA14	1
F2RL1	GNA14	1
ADRA1D	GNAO1	0
P2RY14	GNAS	0
PTGFR	GNAQ	1
PTH2R	GNA13	1
MC5R	GNAQ	1
S1PR3	GNA15	1
P2RY10	GNAO1	1
TACR2	GNA14	1
GPR174	GNAI3	0
DRD1	GNAS	1
F2RL2	GNAL	1
GPR55	GNAI3	0
CNR2	GNAI3	1
LPAR6	GNAS	0
SSTR5	GNAO1	1
DRD1	GNAI1	1
EDNRB	GNA12	1
FFAR2	GNAS	1
ADORA2A	GNAI1	1
CCKAR	GNAI3	1
P2RY4	GNAZ	1
BDKRB1	GNAI3	1
AVPR1B	GNAI3	1
P2RY6	GNAI3	0
OXGR1	GNA12	1
HTR2C	GNAL	0
HTR1A	GNA13	0
HTR1E	GNA12	0
APLNR	GNAL	0
HTR1B	GNA13	0
CHRM4	GNA15	0
GPR183	GNA12	1
HCRTR2	GNA14	1
AVPR1A	GNA14	0
MTNR1A	GNAL	0
LTB4R2	GNA15	0
FFAR1	GNAO1	1
P2RY2	GNA14	0
PTGFR	GNA15	0
AVPR1B	GNAQ	1
F2R	GNA13	1
CHRM4	GNA14	0
HTR1A	GNA12	0
P2RY11	GNAI1	1
EDNRB	GNAI1	1
TBXA2R	GNAS	0
GALR3	GNA14	1
PTH1R	GNA14	0
LPAR6	GNA13	1
HRH2	GNAS	1
FFAR4	GNAO1	1
GRPR	GNA15	0
LTB4R	GNAS	0
GPR119	GNA12	0
HCRTR2	GNAS	0
ADORA2A	GNA12	0
TACR3	GNA15	0
ADCYAP1R1	GNA12	0
PTGER4	GNAQ	0
P2RY1	GNAS	1
MRGPRX2	GNAS	1
APLNR	GNAI1	1
PTGER1	GNAQ	1
GNRHR	GNA12	0
CHRM2	GNAI1	1
GPR132	GNAZ	1
S1PR3	GNAI3	1
FFAR1	GNAZ	0
ADRA1A	GNAI1	0
LPAR1	GNA13	1
ADRA1A	GNAS	1
PTGER2	GNA12	0
F2R	GNAZ	1
OXGR1	GNAS	1
HTR7	GNAL	1
HTR1F	GNAO1	0
GALR2	GNA14	1
ADORA3	GNAQ	0
MRGPRX2	GNAL	1
AVPR2	GNA13	0
BDKRB1	GNAI1	1
PTH1R	GNAO1	0
P2RY4	GNAS	0
FFAR1	GNAI3	0
PTAFR	GNAQ	1
HRH1	GNA14	1
ADORA2B	GNA14	1
MC3R	GNAI3	1
CNR2	GNA14	0
GALR2	GNAQ	1
EDNRA	GNA14	1
GPR34	GNAL	0
GALR1	GNA15	0
CCKBR	GNA14	1
P2RY12	GNAQ	0
LPAR3	GNA12	1
DRD5	GNA15	0
MC3R	GNAS	0
F2R	GNA14	1
OPRK1	GNA15	0
HTR1B	GNAZ	1
LTB4R	GNAL	0
MRGPRX1	GNAZ	1
ADRB1	GNAI3	0
CNR1	GNAI1	1
GPR55	GNAI1	0
MCHR1	GNAI3	1
GNRHR	GNA15	0
LPAR4	GNA14	1
TACR1	GNA12	1
PTAFR	GNA14	1
P2RY6	GNAO1	1
GPR35	GNAI3	1
MLNR	GNAZ	0
AVPR1B	GNA12	0
ADORA3	GNAI1	1
LPAR1	GNAQ	1
EDNRA	GNAI1	1
P2RY2	GNAI1	0
PTH2R	GNA15	1
MC3R	GNA15	1
ADRB2	GNAL	1
P2RY11	GNA15	1
TACR2	GNAZ	0
GHSR	GNA14	1
HCRTR1	GNAQ	1
P2RY10	GNAL	0
KISS1R	GNA12	0
LPAR1	GNAS	0
ADRA1D	GNA15	0
NMUR2	GNAS	0
SSTR4	GNAZ	0
CHRM3	GNA14	1
MRGPRX1	GNAO1	1
MCHR2	GNA15	1
MLNR	GNAL	0
S1PR2	GNAQ	1
P2RY2	GNA15	1
SSTR3	GNA12	0
NPFFR1	GNAS	0
LTB4R2	GNAI1	1
SSTR2	GNAL	0
P2RY11	GNA13	1
GIPR	GNA14	0
DRD5	GNAO1	1
CCKBR	GNAQ	1
ADRA2B	GNAI3	1
MC1R	GNA14	1
GALR1	GNA13	0
HRH4	GNAL	0
S1PR5	GNAS	0
LPAR2	GNA12	1
NMBR	GNA14	1
OPRL1	GNAO1	1
KISS1R	GNAO1	0
CYSLTR2	GNAQ	1
KISS1R	GNAI1	0
HTR4	GNA13	0
S1PR1	GNA12	0
CHRM5	GNA14	1
PTGER1	GNA14	1
F2R	GNAS	0
P2RY1	GNAI1	1
CHRM2	GNAQ	0
P2RY1	GNAI3	0
CYSLTR1	GNA13	0
ADRB2	GNA13	0
MLNR	GNA12	1
HTR1A	GNA15	0
FFAR1	GNA13	0
EDNRA	GNAI3	1
GALR2	GNA13	1
BDKRB2	GNAO1	1
GPR84	GNA14	0
P2RY13	GNAI1	0
HTR1B	GNAS	0
GPR84	GNA13	0
ADRA2B	GNAI1	1
OPRM1	GNAO1	1
MC1R	GNAI1	0
ADORA3	GNA13	0
PTGER3	GNA13	0
MC1R	GNAL	0
DRD2	GNAZ	1
F2RL1	GNA12	1
LPAR3	GNAI1	1
BDKRB1	GNA15	1
OPRL1	GNA15	0
LPAR4	GNAO1	1
HTR2B	GNA15	0
ADRB3	GNAZ	0
MCHR2	GNAZ	0
GPR17	GNA12	0
AVPR1B	GNA14	0
DRD3	GNA12	0
KISS1R	GNAI3	0
GPR119	GNAZ	1
FFAR2	GNAL	1
GPR34	GNAO1	1
MC5R	GNAS	1
OPRL1	GNAI3	1
CHRM5	GNA12	0
P2RY11	GNAO1	1
LPAR3	GNA14	1
HTR4	GNAQ	1
HTR2A	GNAO1	0
PTAFR	GNA13	1
HRH3	GNAO1	1
AVPR1A	GNAS	1
GALR3	GNAQ	0
AVPR1A	GNAI1	0
GPR132	GNA12	1
CHRM1	GNA13	0
PTGER2	GNA15	0
NPBWR1	GNA13	0
GPR55	GNAQ	0
MC3R	GNAI1	0
FFAR2	GNA13	1
ADRB3	GNAI1	0
PTGIR	GNA14	0
NPFFR2	GNAL	0
LTB4R	GNA13	0
P2RY13	GNAO1	1
BDKRB1	GNAZ	0
TACR3	GNAI3	1
TACR3	GNA14	1
HCRTR1	GNA15	1
SSTR3	GNAI3	1
GHSR	GNAS	1
AGTR1	GNAO1	0
GPR174	GNAI1	0
P2RY6	GNAQ	0
P2RY13	GNA13	1
BDKRB1	GNAO1	1
LTB4R2	GNAO1	0
ADORA2B	GNA13	0
LPAR3	GNAS	0
P2RY11	GNAQ	1
HRH3	GNA14	0
OPRM1	GNA14	0
FFAR4	GNAS	1
GPR55	GNAL	0
DRD5	GNA13	1
OPRD1	GNA12	0
P2RY6	GNAZ	1
GIPR	GNAS	1
MTNR1A	GNAS	0
PTGIR	GNA12	0
OPRK1	GNAL	0
S1PR2	GNAZ	1
P2RY12	GNAI1	1
GPR183	GNAL	0
NPBWR1	GNAI3	1
ADRB2	GNAO1	0
PTGER3	GNAZ	1
PTAFR	GNA12	1
NPFFR1	GNAO1	1
ADRA2C	GNA14	0
P2RY4	GNAQ	0
SSTR3	GNAL	0
FPR2	GNA14	1
GNRHR	GNAL	1
HRH4	GNA13	0
GPR34	GNAS	0
GPR183	GNAQ	0
LPAR1	GNAL	0
PTGER3	GNAI3	1
FPR2	GNAQ	0
NMBR	GNAQ	1
P2RY12	GNAO1	1
F2R	GNAL	0
LPAR6	GNAQ	0
NMUR1	GNAL	0
HTR1E	GNAZ	1
S1PR2	GNAI1	1
DRD5	GNAI3	1
ADRB3	GNAL	1
UTS2R	GNAO1	1
HTR2B	GNAL	0
ADRB1	GNAL	1
LPAR2	GNA15	1
F2R	GNAI3	1
OPRK1	GNAQ	0
HTR2B	GNAI3	1
OPRD1	GNAL	0
LPAR6	GNAI1	1
DRD5	GNAQ	1
PTGER4	GNAL	1
MCHR1	GNAS	1
MLNR	GNAI1	1
HTR2B	GNAQ	1
HTR6	GNA15	0
AVPR1A	GNAZ	0
TACR3	GNA12	1
GALR1	GNA14	0
MC1R	GNAZ	0
ADRA1A	GNAZ	0
FPR1	GNAI1	1
NPFFR2	GNA12	0
TACR1	GNA13	1
NMUR1	GNA14	1
CHRM3	GNA13	0
HTR1D	GNA12	0
HRH4	GNAS	0
OXGR1	GNAZ	1
ADRA1D	GNAQ	1
OXTR	GNAL	1
DRD5	GNAL	1
HTR1E	GNA15	0
ADRA1B	GNA13	0
GPR119	GNA14	1
CNR2	GNAZ	1
PTGER2	GNAI1	0
ADRA1B	GNAI1	0
ADORA2A	GNA13	0
PTGDR	GNAL	1
P2RY2	GNAZ	0
LPAR1	GNA12	1
LPAR4	GNAI1	1
ADRA2C	GNA12	0
AVPR2	GNAS	1
DRD3	GNAL	0
OPRD1	GNAO1	0
P2RY2	GNA13	1
P2RY1	GNAQ	0
F2RL3	GNAI1	1
HTR6	GNA13	1
HTR2C	GNA12	1
PRLHR	GNAL	0
ADRA2C	GNAL	0
ADORA2B	GNA15	0
GHSR	GNA12	1
GPR132	GNAO1	1
SSTR1	GNA15	0
FPR1	GNAI3	1
CNR1	GNA15	0
BDKRB2	GNAL	0
S1PR1	GNAQ	0
CNR2	GNAS	0
F2RL2	GNA13	1
FFAR2	GNAZ	0
AVPR1A	GNA13	0
GPR174	GNAL	1
HTR4	GNAO1	1
GPR35	GNA12	1
AVPR2	GNAZ	0
ADRA1B	GNAL	1
PRLHR	GNAZ	0
MC1R	GNAQ	1
HRH1	GNA15	1
F2RL3	GNA12	1
F2RL3	GNAZ	1
LTB4R	GNAZ	0
TACR1	GNAQ	1
HCRTR2	GNA13	1
TBXA2R	GNA12	0
AGTR1	GNA14	1
F2RL1	GNAS	1
CHRM3	GNAQ	1
CCKBR	GNA13	1
OPRM1	GNAQ	0
TACR3	GNAZ	0
MLNR	GNAO1	0
HTR4	GNAI1	1
OXTR	GNAI1	1
HTR1F	GNAQ	0
CNR2	GNAO1	1
FFAR4	GNAZ	1
APLNR	GNA15	0
GPR84	GNAQ	0
CHRM4	GNAI3	1
MC3R	GNA12	1
S1PR1	GNAS	0
CCKBR	GNAI3	1
CYSLTR2	GNA12	0
MCHR2	GNAI3	1
ADORA3	GNA15	0
HTR2B	GNAZ	1
ADRA1B	GNAZ	0
CYSLTR1	GNAL	0
ADRA2C	GNAO1	1
GPR174	GNAS	1
GPR119	GNAI1	1
MC5R	GNAI3	1
SSTR4	GNA12	1
ADRA1B	GNAI3	0
GALR3	GNA15	0
SSTR5	GNA12	0
GPR17	GNAQ	1
S1PR5	GNA12	0
HCRTR1	GNAS	0
ADORA2A	GNAI3	1
HRH2	GNAL	1
ADRA1B	GNAQ	1
NPBWR1	GNA14	0
ADCYAP1R1	GNAZ	0
ADORA1	GNAS	0
GPR17	GNAL	0
OXGR1	GNAI3	1
HCRTR1	GNAL	0
HTR6	GNA14	1
MCHR2	GNAS	1
HTR1B	GNAL	0
NMUR1	GNAS	0
GPR17	GNAI3	1
UTS2R	GNA14	1
GIPR	GNA15	0
P2RY6	GNA13	1
SSTR1	GNA13	0
P2RY13	GNAQ	1
TACR3	GNA13	1
GALR2	GNA15	1
P2RY12	GNAS	0
P2RY14	GNA12	0
FFAR3	GNA13	0
F2RL2	GNAI3	1
HTR1D	GNAI3	1
LPAR2	GNAI3	1
PRLHR	GNAS	0
ADRA2A	GNAQ	0
CYSLTR1	GNAI3	1
AVPR2	GNA14	0
S1PR5	GNA13	0
FFAR3	GNAS	0
ADORA3	GNAZ	0
ADRB3	GNAO1	0
SSTR4	GNAI3	1
PTH1R	GNA15	0
SSTR1	GNAL	0
LPAR2	GNAS	1
LTB4R2	GNA12	0
F2RL2	GNAI1	1
PTH2R	GNA14	1
ADORA2B	GNAQ	1
PTGIR	GNAI3	0
ADRB3	GNAS	1
GPR55	GNAS	0
PTAFR	GNAI1	1
DRD3	GNA13	0
CCKAR	GNAL	1
DRD5	GNAI1	1
NMUR2	GNAQ	1
ADORA1	GNA13	0
HCRTR2	GNAZ	1
ADRA1D	GNAL	1
EDNRA	GNA15	1
HTR7	GNAZ	1
DRD1	GNAO1	0
LPAR6	GNAO1	1
MC3R	GNAL	1
SSTR3	GNAQ	0
TACR1	GNAO1	1
GRPR	GNA12	1
MC1R	GNA12	0
S1PR2	GNAS	0
TACR2	GNA12	0
F2RL3	GNAI3	1
LTB4R	GNAI3	1
MC4R	GNAZ	1
S1PR1	GNAZ	1
HRH3	GNAI3	1
OXTR	GNAQ	1
OPRD1	GNAI1	1
HTR1E	GNA14	0
P2RY10	GNA15	0
MTNR1A	GNAZ	1
GALR3	GNAS	0
SSTR5	GNAS	0
HTR1E	GNAS	0
CCKAR	GNAZ	0
HTR2A	GNAI1	1
PTGER4	GNAS	1
ADRA1A	GNA12	0
OXTR	GNA13	0
AVPR1A	GNA12	0
MLNR	GNA13	0
ADRA2C	GNA15	0
S1PR3	GNA12	1
PTGDR	GNA14	0
GIPR	GNAI3	0
HTR2A	GNAZ	1
DRD5	GNA12	1
PTGDR	GNAQ	0
LPAR4	GNA15	1
HTR1A	GNAO1	1
F2RL1	GNA15	1
PTGIR	GNAQ	1
GRPR	GNAL	1
DRD1	GNA12	0
P2RY12	GNA14	0
DRD4	GNAO1	1
AVPR2	GNAL	1
OPRK1	GNA12	0
FPR2	GNAO1	0
FFAR4	GNAQ	1
ADRA1A	GNAQ	1
LPAR4	GNAQ	1
CNR1	GNA12	1
BDKRB1	GNA13	1
F2RL2	GNAS	1
HTR1F	GNA13	0
ADORA2B	GNAZ	1
SSTR3	GNA13	0
GPR34	GNAI3	1
GALR3	GNA13	0
LPAR6	GNAI3	1
PTH1R	GNAS	1
OXGR1	GNA14	1
MTNR1A	GNAO1	1
MRGPRX1	GNA12	1
P2RY6	GNA14	0
BDKRB1	GNA12	1
PTH1R	GNAI1	0
MC5R	GNA12	1
SSTR2	GNAQ	0
HRH1	GNA13	0
P2RY14	GNAI3	1
HTR1B	GNAI3	1
GALR2	GNAO1	0
CCKBR	GNAL	1
DRD5	GNA14	1
CHRM3	GNAS	0
ADRB1	GNAI1	0
GPR35	GNA14	0
PRLHR	GNA13	1
FFAR3	GNA15	0
P2RY12	GNAL	0
HTR1F	GNAZ	0
GALR2	GNAI3	1
ADRA1B	GNAO1	0
HTR4	GNAS	1
UTS2R	GNAI3	1
NMUR2	GNA15	1
HRH4	GNAI1	1
HTR1A	GNA14	1
P2RY1	GNA15	1
CHRM3	GNA12	0
PTGER4	GNA14	0
CHRM5	GNAQ	1
F2R	GNAQ	1
PTH2R	GNAZ	1
APLNR	GNAZ	0
MC4R	GNAI1	1
ADORA3	GNAL	0
HTR1A	GNAZ	0
CHRM4	GNAS	0
SSTR3	GNAI1	1
GPR174	GNA13	1
CNR1	GNA14	1
GALR1	GNAO1	1
